reviewTime,unixReviewTime,reviewerID,image,asin,reviewText,style,overall,summary,reviewerName,vote,verified
"06 7, 2016",1465257600,A2UWA7WE25DQTC,,B0007MV6PO,Tested it out in gale force wind while flying my rc models and I did not even use the chin strap and it is COOL on  the head. and perfect fit.,,5,... not even use the chin strap and it is COOL on the head,Russ Mcmanus,,TRUE
"05 22, 2016",1463875200,A3KXMVQG816KN1,,B0007MV6PO,I have several Henschel hats and they all fit perfect as a medium size. For some reason this one is almost to tight. The hat is great and is cooler than any hat I own for working in the garden and yard. Hopefully it will stretch just a little bit for more comfort. I know a large would be to big so I will live with it.,,4,Great hat but sizing is questionable,Amazon Customer,,TRUE
"02 15, 2016",1455494400,A142I58UV9R80F,,B0007MV6PO,Very nice for cutting yards with. Thank you,,5,Five Stars,Joseph,,TRUE
"09 16, 2015",1442361600,A10QJL1F3ALY0H,,B0007MV6PO,"My husband had this hat but lost it on a recent trip.  Inadvertently ordered ""medium"" instead of ""large"".  Have returned the hat and will place a new order in Large size.",,4,"Great hat, ordered wrong size.",Jacqueline D. Watson,,TRUE
"09 12, 2015",1442016000,A193PGCZL3E9OX,,B0007MV6PO,my purchase was way too small.  I have an older one of these and ordered the same size.  This one was a size or two too small.,,4,my purchase was way too small. I have an ...,Big Dale,,TRUE
"09 9, 2015",1441756800,A2PVLXOIMGNBJ2,,B0007MV6PO,I had to return and get a Large.,,5,Five Stars,Stefan7,,TRUE
"08 16, 2015",1439683200,A139GQ6FYMJRGZ,,B0007MV6PO,Thank you it's great.,,5,Five Stars,Danny Foss,,TRUE
"08 11, 2015",1439251200,A1GN50FFT54V5F,,B0007MV6PO,This hat is great looking but ran small.,,3,Size issues,Deborah A. G,,TRUE
"07 30, 2015",1438214400,A3AFC48SGX1YDV,,B0007MV6PO,My husband loves it!,,5,Five Stars,Babaran,,TRUE
"07 21, 2015",1437436800,A22D0LAY0649D8,,B0007MV6PO,Thrilled to find this hat!!  PERFECT for Summer!!  Love it!!!,,5,Awesome hat!!,Barbara A Archer,,TRUE
"07 18, 2015",1437177600,A2BVPIYZQEF6AF,,B0007MV6PO,"hubby loves it. he has two, one for the yard and one for going out.",,5,Five Stars,d jimenez,,TRUE
"07 10, 2015",1436486400,AOEN8ZE376CRV,,B0007MV6PO,"Great hat...!  I am a size 6 7/8th and the Medium fits perfectly.
Cool looking too...!",,5,Just Right...!,AJ,,TRUE
"07 5, 2015",1436054400,A13WSPLV4KISP9,,B0007MV6PO,Normally I wear a large hat size.  Based on some reviews that stated the sizing ran large I ordered the medium.  Not a good move since sizing appears accurate - Medium means medium.  Returned the hat to the seller (postage expensive) who exchanged the hat immediately.  Replacement fit well & looks good per my wife.  Hopefully will work well at the ocean.,,4,Purchase your normal size,Matthew H Hampton,,TRUE
"06 28, 2015",1435449600,AKAXBRSQ3DCWC,,B0007MV6PO,good looking hat I like it a lot keeps the sun off.,,4,Four Stars,Rain&amp;amp;Snow,,TRUE
"06 14, 2015",1434240000,A2GD28V2OARXHK,,B0007MV6PO,"I bought a Medium.  Fits snugly.  Tried a friend's ""large"".  Too big.  Better to be 'snug' which helps keep it on in moderate winds.",,5,Better to be 'snug' which helps keep it on in ...,DLW,,TRUE
"06 11, 2015",1433980800,AQG16QCMT344N,,B0007MV6PO,"We gave this to an elder farmer friend and he loves it.  The netting on the top lets the heat vent out, The chin string keeps the hat securely in place while he's cutting hay. And, best of all, it protects his balding head, neck, and ears from the sun's harmful rays.",,5,"Great hat for fishing and farming, and looks sharp too.",Lori Nelson,,TRUE
"06 8, 2015",1433721600,A273H7VRY8ZFI9,,B0007MV6PO,Really a nice cool hat. Perfect for out in the sun or in the pool. Washes up very easily.,,5,Excellent cool hat.,WILLIAM ANDERSON,,TRUE
"06 3, 2015",1433289600,APQN8K9U2U0S0,,B0007MV6PO,The CoolMax Band works great. I did apply some leather softener to the string to make it less stiff.,,5,Love this hat.,Frank Jerome,,TRUE
"06 1, 2015",1433116800,A3IHG8Q9TVADVL,,B0007MV6PO,Too small.,,1,One Star,MSal,,TRUE
"05 20, 2015",1432080000,A2WW78POMQJ4CT,,B0007MV6PO,"This hat is just what I hoped it would be.  The top and brim are solid, providing sun protection, but the mesh allows for air circulation to keep your head cool.  It's almost identical to the Henschel khaki hat, but this one also has mesh covering the brim, giving it a different style.  Originally thought the cord was unnecessary,  but while golfing in a very strong breeze I had to use the cord to keep the hat from blowing off my head.  The cord goes around the back of the hat when not in use.",,5,but the mesh allows for air circulation to keep your head cool. It's almost identical to the Henschel khaki hat,Bradley Smith,,TRUE
"05 10, 2015",1431216000,A36UJDARHQ7605,,B0007MV6PO,Girls like it u wl 2,,1,One Star,timothy spangler,,TRUE
"05 4, 2015",1430697600,A1DBFR968FXHA7,,B0007MV6PO,Awesome hat,,5,Great hat,michael buckley,,TRUE
"04 30, 2015",1430352000,AQTV5RKYXN7MM,,B0007MV6PO,Liked the hat but medium was a bit too tight.  Plan to get next size up even though measured 7 1/8.,,4,Liked the hat but needed next size up,Barry Litt,,TRUE
"04 29, 2015",1430265600,A19OVKJBWQ24B5,,B0007MV6PO,This hat will be great in hot weather.,,5,Five Stars,dk60,,TRUE
"04 18, 2015",1429315200,A8FCCR20SDQF7,,B0007MV6PO,"I got two of them, one fits fine the other is a large, the size states med but it fits my wife and she has a hat size of large, thus I would say that the label was wrong or QA issue in making the hat sizes consistence.  Looks more like the label than anything else, but this is also a QA issue.

So one fits fine the other is to large, gave it to may wife.",,3,one fits fine the other is a large,Kindle Customer,,TRUE
"10 15, 2014",1413331200,A2YDLXFKH2V3LX,,B0007MV6PO,"Nice hat - choose your size carefully.  Also, it is somewhat ""packable"" but gets some creases.",,4,Four Stars,The Sylvans,,TRUE
"10 14, 2014",1413244800,A115TBXRPREL69,,B0007MV6PO,"The fit is as I expected as it's not my first Henschel hat. I like a,nd use the strap. With a wide brim it does like to move in the wind.",,5,Fits right,geolat,,TRUE
"10 5, 2014",1412467200,AJA4E6BZUSZ7V,,B0007MV6PO,great quality,,5,Five Stars,millrat,,FALSE
"09 25, 2014",1411603200,A333P4ZQ6VJESC,,B0007MV6PO,"I love my Aussie hat.  It looks expensive, but it's not!  It's made very sturdy.  Should last me a long time!",,5,I love my Aussie hat,excited,,TRUE
"09 23, 2014",1411430400,A1D74AK6016RP2,,B0007MV6PO,I read other reviews that these hats run on the large side so I ordered the next size down. It was too small and I should've ordered the standard size. I was able to stretch it out with some water and a small bucket and it fits fine now. It is a great hat!,,4,Sizing,Jim Coldren,,TRUE
"09 16, 2014",1410825600,A3ABB4IV2721ID,,B0007MV6PO,"This hat has been perfect for me.  I've used it on many high altitude hikes, and around the house working!  The mesh at the top keeps me very cool and comfortable.  I will buy another one and recommend it to all of my friends",,5,outstanding hat,hikerdude,,TRUE
"08 24, 2014",1408838400,A2CNOL3QF3QZYN,,B0007MV6PO,"I really like this hat for the price!  It fits well, and I like the fabric (it looks good and it is crushable).  Also, it is a hat with a chin strap, which is important to me, it keeps it from flying away.  I would recommend this hat!",,5,I really like this hat for the price,Sandra G.,,FALSE
"08 23, 2014",1408752000,A30S6ZSSYANKC0,,B0007MV6PO,This hat fits well and was received in just a few days.  It is just what I have been looking for.,,5,This hat fits well and was received in just a ...,Coleminer,,TRUE
"08 16, 2014",1408147200,A35NXU05TYKTTF,,B0007MV6PO,"I love this hat. It protects me from the sun, and looks good doing it. Even after being thrown into my suitcase it comes out and looks good on my head.",,4,Good Value.,Sea View,,TRUE
"08 6, 2014",1407283200,A2XNZTWALWIKYZ,,B0007MV6PO,Great hat for walking in the desert or working in the back yard in southern Nevada . . . Take off the leather strap - don't need it.,,5,Great hat for walking in the desert or working in ...,Suzy,,TRUE
"07 28, 2014",1406505600,A27X1Z8FG5CACE,,B0007MV6PO,"Hat is just what I needed/wanted.  Fits fine, like the stiffer brim which doesn't flop.",,5,5 stars,Kindle Customer,,TRUE
"07 18, 2014",1405641600,A3N2XVPCDJRP56,,B0007MV6PO,"The hat is great and it was delivered on time and packed perfectly.  However, I ordered a MED size based on the reviewers comments that it was sized large.  I wear between a 7 1/8 and 7 1/4 so my experiece says go with the larger of the 2 if you are in between sizes.  It is a great hat and I will reorder a Large when it is in stock.",,4,Great hat but size was wrong,Larry,,FALSE
"07 12, 2014",1405123200,A2Z8LAZAAQ087K,,B0007MV6PO,Nicely made but I'll have to wear a bandana under it-it runs a bit big,,4,Four Stars,MJ,,TRUE
"07 12, 2014",1405123200,AUAO3539V55RT,,B0007MV6PO,"I find myself just loving these hats,  I've  written quite a few reviews of many Henschels that I have.  For me, they are well worth it; comfort, style, practical, and well made.  All you have to do is try one or two or three!!!  CoolMax band is unique and adds to comfort, I am from Louisiana, and there is no shortness of heat and humidity here.",,5,Practical and Stylish,Jolie,,TRUE
"07 11, 2014",1405036800,A3MHIIX9FO5R6N,,B0007MV6PO,"I think the hat was a nice quality, especially for the price.  I was disappointed that it took a little longer than I expected for it to arrive.  And, I ordered a size smaller because most of the reviews I read said that it ran small.  It definitely did NOT run small!  I had to return it because it was way too small.  I would say that it actually ran very true to size based on my experience.",,4,Nice hat! but don't believe the statements that it runs small!,Marcia L. Stoutamire,,TRUE
"07 10, 2014",1404950400,A1LX721K9T5JR4,,B0007MV6PO,This hat is great for Summer.  My husband had one and he liked it so well that I ordered myself one.,,5,Great for Summer,Seaman,,TRUE
"06 30, 2014",1404086400,A3LWCHIKJRH0X7,,B0007MV6PO,Fantastic hat and can stuff it in tight places.,,5,Five Stars,Carinne Wolford,,FALSE
"06 19, 2014",1403136000,A15FOOR5ZU3ZG9,,B0007MV6PO,This hat is ideal for our vineyard work.  It has a wide brim and allows for some cooling with the mesh crown.,,5,perfect for working in the vineyard,Marshall T Snodgrass,,TRUE
"06 15, 2014",1402790400,A1L8BUO5BV2922,,B0007MV6PO,"Bought for my sweetie for his birthday.  He works outside in florida so the sweat band is great, he loved it.

Thanks.",,5,Great fit,DARLENE STETLER,,TRUE
"06 6, 2014",1402012800,A22CFRHKCO7BFI,,B0007MV6PO,"We bought this for my husband. He wears a 7 1/8 hat. He could not even get this hat on. Otherwise, it looks like a nice product.

Update: Work Wear Savings, the company through which the hat was purchased, sent me a return label the same day I called to say the hat was too small. They would send me a large hat when the other had arrived at their returns dept. After over 2 weeks, I had not had any email update. I called the company, learned they had received the returned hat, but that a large hat would not be available until July 14. My complaint: Why did they or Amazon not notify me by email? I do not feel I've gotten good customer service.",,2,Sizing is small,N. Riehl,,TRUE
"04 25, 2014",1398384000,A2HJKQ8B9UFC0V,,B0007MV6PO,"Needed wider brim hat than floppy had been wearing. This hat was cheap enough to abuse and has held up well. My work requires Sunup to dark in  100 degree plus. Hat ends up under gear, on floor of truck or blowing across log yard. Would buy again, well made, pretty good fit, maybe just a little tight but not much. Don't know how it looks, don't care, don't walk around with a mirror. Don't  work in a city.",,5,Sierra Nevada's Log Scaler,Barry,,TRUE
"04 4, 2014",1396569600,A2QFEQ7MYB7ZUG,,B0007MV6PO,"What a great hat.  I looked and looked, and finally decided on this hat.  I wore it in Egypt and it was great.  Folded in my suitcase and my backpack.  Fit perfectly and had great breezy area so my head kept cool....and I looked cute!  Love it.  Bought one for my friend to wear also.  She loved it, too.",,5,"Love, Love, Love this hat",Loretta ,,TRUE
"01 25, 2014",1390608000,AEUBIN8VUBABD,,B0007MV6PO,"He loves it!  He wears it to mow grass, garden and to fish.  Well made, airy and covers the ears which prevents those sunburned ears.",,5,My son's hat,VT buyer,,TRUE
"11 22, 2013",1385078400,A2GD9XGLO75GVY,,B0007MV6PO,"I gave this 5 stars because it's a great item.  I bought it for my BF to do yardwork.  He's had it about 3 years now and it's still in great shape.  As a matter of fact, he wants another if I could just find it in blue.  It's easy to clean too. Just drop it in the kitchen sink and clean it up.",,5,Great Hat,HDSpringerLady,,TRUE
"11 1, 2013",1383264000,A2DU4XRMEUN53K,,B0007MV6PO,"I am always nagging my husband to wear a hat to protect him from the sun.  He is very picky about what he's willing to be seen in.  He's always been a boater and since this hat was designed for just that it was an instant hit for him.  It's lightweight, stylish and we even packed it in a suitcase and he used it traveling.  Every time we took it out of the suitcase it popped right back into shape.
Haven't tried washing it yet, but it is washable and that is a definite bonus!  Now we're both happy.",,5,Perfect hat for my husband,Calico gal,,TRUE
"07 30, 2013",1375142400,A2W19VXUMLAIRI,,B0007MV6PO,"Very happy with transaction, and hat. Have had one before, and was very happy to purchase another, and will purchase again and again.",,5,Great Hat,Janet Nordhoff,,TRUE
"07 20, 2013",1374278400,AVJHA75J5XML5,,B0007MV6PO,I did a fair amount of research for a good hat for golf without paying a huge price for it.  This hat is good quality and the price including shipping was fair and lower than anything else that I could find.  Plus I knew that Amazon would stand behind it.,,5,Best price and quality,Amazoner,,TRUE
"06 14, 2013",1371168000,A2VGKEZRRAQ8,,B0007MV6PO,"This is the second Breezer hat I purchased in less than a week. The first hat came packaged perfectly and arrived in perfect shape. The second hat, this one, not so good. The hat was crushed. Yeah, yeah, I know, it's crushable. Nevertheless, it took some effort to return it to presentable shape. Otherwise, I love the hats. They fit well, nice shape, vent well, have a chin strap to keep it on in Kansas winds. Good product. I just wish you could count on the packaging. Oh, well, if these last as long as think they will I won't be buying another for quite a while.",,5,Henschel hat,Amazon Customer,,TRUE
"06 10, 2013",1370822400,A24G2J177JC1OE,,B0007MV6PO,This is a good light weight hat that allows for good air flow while protecting from the sun. I like the strap that can be functional or put behind ears on on hat as in picture.,,5,What I was looking for,Maggie LeBlanc,,TRUE
"07 30, 2012",1343606400,A1U1MBKUK4ALUW,,B0007MV6PO,"The Henschel hat I received was a perfect fit and every thing I could hope for. It's just what I needed for protection from the sun on the golf course' where I play almost every day.

Thank you for the quick service and a wonderful product.

Allen A
Ark.",,5,Sarisfied,Alten,,TRUE
"06 18, 2012",1339977600,AD9XTLPJM994X,,B0007MV6PO,Quite pleased with the Breezer - with a slight breeze and a little sweat on your hair it really does feel quite cool.  The size medium will fit a 7-1/8 but it's on the snug side.,,4,A summer hat worth the money,LMB,,TRUE
"04 24, 2012",1335225600,A3PWA3SF2LWYRV,,B0007MV6PO,"without telling my age,I'll just say that I've worn a lot hats and caps in my time.  From my youthful days in the cotton fields to now enjoying my retirement.  I must say that without a doubt this is the most comfortable, and definitely the coolest hat I've ever worn. Love the CoolMax headband.  Plus if you get dirt on it as I did, picking it up with dirty gloves on, It's easy to clean.  I used a wet soft bristle tooth brush with a little mild detergent, brushed the dirt away and let it air dry.
  I highly reccomend this hat for anyone.
Plus my wife says I really look good with it on!  Doesn't get any better than that!!",,5,A cool Breeze,Glen H. Hawkins,,TRUE
"08 24, 2011",1314144000,A3SRWCHQ8NHWXJ,,B0007MV6PO,"This hat is great.  It provides shade for the ears and eyes.  It is comfortabe even on the hottest days because the top venilates the head.  My skin doctor encourged me to get a hat like this because I have had some skin cancer on my ear. Lastly, the price is right.",,5,Comfortable hat,happy will,,TRUE
"06 23, 2011",1308787200,A2UB4DPOIKY1JL,,B0007MV6PO,"Bought this hat to use out in the yard when doing yard work to block the sun. It works just as I hoped it would, A quality hat that fits nice and snug and does not blow off in the wind.  Has a large brim to block the sun off the ears and back of the neck and your head still breaths with the mesh top. I would rcommend this hat. Did not understand, why UPS shipped it to the US Post Office and then the post office delivered it to my home. Waisted a day on delivery when UPS could of dilerved it the the house, which, by the way was not shipped for free!",,5,Sun Hat,E.A.A.,,TRUE
"11 14, 2010",1289692800,A8UJCO5CH0ZOS,,B0007MV6PO,You can't beat Henschel for well made and reasonably priced headgear.  I have two of their breezer hats I wear for sun protection and both are great.,,4,Nice Hat,JarCie,,FALSE
"08 22, 2010",1282435200,A32T83AHSEPXYA,,B0007MV6PO,"The material quality was good and the style was nice. However the hat was out of shape when I opened the box. It was also a little tight. Checking their return policy I found that I would have to pay for the return shipping fee which was almost half the price of the hat itself. I decided to keep it as a working hat when I do my yard work. Few days later I received an email from their customer service asking me about how pleased I was with their product. I told them I wasn't pleased with the condition of the hat, but decided not to return due to high return shipping fee. To my surprise they sent me next day a prepaid UPS label with which I returned the hat requesting for an exchange. Yesterday I received the exchange. This time they packed the hat snuggly inside a box, which was packed inside another larger box with packing paper. Although it took long time to receive the exchange their customer service is superb. I will buy product(s) from them again in the future.",,5,Nice Henschel Breezer hat,J. Lin,,TRUE
"08 18, 2010",1282089600,A1VOUM3GXG806Z,,B0007MV6PO,"I ordered this item for a trip I was going on where I needed a hat that not only blocked the sun but was cool as well.  The item showed in stock,  several days later I was notified the item was on back log until the 17th.  I contacted the vendor and asked them if they could expedite the shipment with the vendor, something I do routinely with my customers.  I was told they'd try.  I contacted their vendor who told me they would be shipping the items to Sportsman on the 13th.  I contact Sportsman indicating I would be leaving on the 21st and needed the item delivered the 20th and if they couldn't promise that delivery to cancel the order if it hadn't shipped by the 17th.

On the evening of the 17th they called and asked if I still wanted the item,  yes but i need it the 20th.  No problem  -- today i get a shipment notice indicating the item will be delivered the 23rd 2 days after i leave.  I don't know if i'll get the item before I leave but to pay 30% of the items cost and be told they cannot expedite the freight after they advertised it as a stock item is poor service, based upon the support i've received i'm not sure i'll be a return customer.

disappointed with amazon and sportsman for not factually indicating the stock status of item,  I understand that their computer systems may not be up to date but you don't find that out until after you place your order, and honestly I have had good experiences with Amazon until now.  But with this vendor the experience has been less than what I expect from Amazon on an item that was ordered almost 2 weeks before I needed it.",,1,Service leaves much to be desired,dude,,TRUE
"05 26, 2010",1274832000,A134CHT1R8UXZL,,B0007MV6PO,"Just what I wanted.  A little pricey but still it is what I wanted, so what the heck.  A good deal.",,5,outdoor hats,C. Jerry Walker,,TRUE
"10 26, 2009",1256515200,A25OQC0HX0IYEV,,B0007MV6PO,"This hat is perfect for sun protection in a windy situation.  It will also keep my head cool in warmer weather.  I am pleased with how it looks, and that it is packable.",,5,Just the right hat,E. Blackler,,TRUE
"10 14, 2009",1255478400,AGO0ZKEV63X8N,,B0007MV6PO,"Ordered this hat because every other hat I had made my head sweat, that ran into my eyes when hiking. This hat works great, beyond expectations. Made in the U.S.A. makes it perfect. Sizing for me was right on.",,5,Henschel Breezer Hat,RT,,TRUE
"10 11, 2009",1255219200,AOIU7KDMKYDTC,,B0007MV6PO,"My husband only wore baseball cap style hats.  I was thrilled that he really likes this hat and now wears it all the time, and it looks great on him.  Plus, it covers his ears from sun damage, a common place for men to get skin cancer.",,5,Great Hat!! Great Deal!!  Love that it's from STL,Daisy May,,TRUE
"05 3, 2009",1241308800,AZMQ2ILHDF519,,B0007MV6PO,Yes it is nice and the mesh allows the wind to cool your head.  Can't wait for the 137 degree summer.,,5,Too Cool,J. Dever,,FALSE
"04 4, 2013",1365033600,A27JRBA42PY5ES,,B0007MV6Q8,"My husband loves this hat.  We have bought him one a year for the last five years.  He works outside, this hat gives him the protection he needs yet it is still cool with the vented top.",,5,Great hat,N. Tillery,,TRUE
"03 18, 2013",1363564800,A11SCKXOA73530,,B0007MV6Q8,This is just what I was hoping to get. It is cool inside and lets air flow through. It looks nice and the cord can be tightened to prevent it from blowing off when windy.,,5,Great hat!,NV,,TRUE
"07 3, 2010",1278115200,AP63CDXRLGFKR,,B0007MV6Q8,"I bought this for my son, and he absolutely LOVES it!  The color (khaki) is great, its adjustable chin strap is wonderful, it flattens down nicely for packing, and the mesh insert does a good job of keeping his head cool.  We are very happy with this purchase and would definitely recommend buying this high-quality hat.",,5,Henschel Breezer Hat with CoolMax Band,ChristiM,,FALSE
"09 4, 2009",1252022400,A18YJKX90S8V3L,,B0007MV6Q8,"These hats are okay, but I was disappointed there was no sweat shield in front like the hat I had before. I do not remember the brand of that hat,but it looked identical to these hats. Also, I washed that hat once, and it came out good. I washed one of these hats and it looked terrible, so I threw it out.",,3,hats,George Lent,4,TRUE
"08 26, 2009",1251244800,A3HERK3CIHUB3U,,B0007MV6Q8,"I love the breezer hat I bought.  For golf, there is nothing better and I am going to buy another for fishing.  I do not like the leather strap that you can use to keep the hat from flying off.  I took mine off and threw it away because it was too stiff and uncomfortable and the stay device just slipped too much. For my fishing hat I am going to buy, I will put a cord and a better cinch device on myself.",,5,LOVE THE HAT...SCRAP THE STRAP,robert d yeaw,,TRUE
"06 11, 2009",1244678400,A1UVCGXM7UDCG5,,B0007MV6Q8,Hat is well constucted and truely allows air flow to keep the sun off while not holding the heat in.  From a distance you can't even see that is isn't a regular hat.,,5,Men's Breeze Hat,Roxanne M. Manwaring,,TRUE
"05 24, 2009",1243123200,A13VP7IOKP9WZV,,B0007MV6Q8,"I bought this hat to keep the sun off the top of my head, neck and face. It does just that with the wide brims. I burn easily and wore this hat but forgot my sunscreen and got only a light burn. The air flow this hat is great and I found it comfortable even in 102 degree heat, very different from a baseball cap. My only complaint is the under chin drawstring was tied very sloppy and I don't have it tied quite right yet.
For a low cost hat it is a winner I'd recommend and buy again.",,4,A Very Nice Hat,Amazon Customer,,TRUE
"04 11, 2009",1239408000,A35E5EI49RK3DJ,,B0007MV6Q8,"The hat was perfect for our vacation -- fit well, was cool in the sun and offered great sun protection.",,5,Breezer Hat,R. E. Kuseski,,TRUE
"08 31, 2008",1220140800,ALNMKIWACMD0V,,B0007MV6Q8,"Best camping hat I have ever owned. Tough and comfortable. The mesh crown allows good airflow over the head, the solid top prevents your skull from roasting, and the wide brim provides cool, shady face and neck proection even when the sun is low in the sky. If you want to make a fashon statement, get something else. However, if you are an outdoor person who values good, servicable gear that does what you need it to do, get this hat.",,5,It works,David D,15,TRUE
"08 23, 2008",1219449600,A20SK9BKNHPR4R,,B0007MV6Q8,"Love this Hat. It keeps my shorn head cool and protected. The price was 1/3 that of the hat I originally considered.  One of my best purchases. .  I would not hesitate to buy another one.  The description says its crush able, but I like it so much I'm afraid to 'test' it.",,5,Great Hat,Glyph45,,TRUE
"08 14, 2017",1502668800,A37SW6S6OHIXBP,,B0007MV6Q8,Great hat,,5,Five Stars,Alan Endo,,TRUE
"08 2, 2017",1501632000,ASB8XQGKXYFOK,,B0007MV6Q8,5 stars no issues,,5,Five Stars,JACK STRINGER,,TRUE
"08 1, 2017",1501545600,A1SJ4CV5TJ6TKT,,B0007MV6Q8,Great fit and comfort.  The vented crown provides cooling.  Be sure to measure your head and use the size chart.,,5,Great fit and comfort.,ResvorDog,,TRUE
"07 25, 2017",1500940800,A2KIMBJ6Y5IFYE,,B0007MV6Q8,"FIT GREAT, LOOKS GOOD",,4,Four Stars,CHET G.,,TRUE
"07 25, 2017",1500940800,AGFHIQUUD7X5T,,B0007MV6Q8,"The hat was a perfect fit, what a good looking hat",,5,Henschel Breezer Hat with cool max band,Dave T,,TRUE
"07 24, 2017",1500854400,A17SPND8RYIP6X,,B0007MV6Q8,"Other than being a tad large, exactly what I was look for.  Yes, I'd recommend.",,5,I'd recommend.,Amazon Customer,,TRUE
"07 24, 2017",1500854400,A2RHWAAE2PYASD,,B0007MV6Q8,Love this hat. Highly recommend! Fits as expected. Excellent ventilation.,,5,Great buy!!,Dave H.,,TRUE
"07 24, 2017",1500854400,A1YV1MK6RFJAFM,,B0007MV6Q8,The hat arrived double boxed and in perfect condition. I like the hat a lot. I really need a 2XL but XL was the biggest offered. I'm thinking about putting my head on a diet and keeping the hat. It's that nice.,,4,Nice Hat,Steven A,,TRUE
"07 24, 2017",1500854400,APBR02HHGNSIP,,B0007MV6Q8,What a great brim and the hat is very cool.  My husband had to have a skin cancer removed from his ear lobe.  This hat has an excellent brim shades  his ears well.  Best of all he looks very handsome in the hat.,,5,Handsome and practical it doesn't get better than that,pj.,,TRUE
"07 21, 2017",1500595200,A3DQNTT86B0ZU2,,B0007MV6Q8,My husband loves his new hat.  Got it to keep the sun off his bald head when he mows and works outside.,,5,My husband loves his new hat. Got it to ...,Marcey Hurst,,TRUE
"07 18, 2017",1500336000,A1IX669X4P0MPW,,B0007MV6Q8,"I ordered the XL because I was between sizes.  The L probably would have been a better fit, but I will stay with this size.",,5,"Good hat, good value",PK,,TRUE
"07 17, 2017",1500249600,A380N6DAUQV1XA,,B0007MV6Q8,"Keeps me cool, and fits well.",,5,Stay in the shade.,Israel D,,TRUE
"06 27, 2017",1498521600,A21DIYRIGJP7D0,,B0007MV6Q8,This is a great hat  I am totally happy with the fit and the way it looks.  I would recommend this particular hat to everyone.,,5,This is a great hat I am totally happy with the fit and ...,Howard Drake,,TRUE
"06 4, 2017",1496534400,A3IMH6AQVXY2BT,,B0007MV6Q8,Very good and well made hat...,,5,Five Stars,Amazon Customer,,TRUE
"05 22, 2017",1495411200,A1VY48TTRZXI6C,,B0007MV6Q8,"Nice hat, the strap is rather short but other than that I find it to be comfortable to wear.  It arrived double boxed, the inside box was a little small for the hat but it popped back into shape alright. Just in time for summer!",,4,Nice Hat.,Oldlumberguy,,TRUE
"03 17, 2017",1489708800,A24G0VG62R3UB8,,B0007MV6Q8,I love it.,,5,Five Stars,George M. Brunelle,,TRUE
"02 5, 2017",1486252800,A2HFV7LPA8GWHV,,B0007MV6Q8,Best yet,,5,Five Stars,Steven C. Gerhart,,TRUE
"09 2, 2016",1472774400,A1V82EOW0A1ZCS,,B0007MV6Q8,What fits well and is a good value for the price. The chin strap is a little rough but overall I am well pleased. The brim is wide enough for protection from the sun which is the main reason I bought it.,,5,Great Hat,PM Carlos,,TRUE
"08 27, 2016",1472256000,A25544XR3DA6LN,,B0007MV6Q8,hubby wears it every day while he's working construction out in the heat.  He loves it!,,5,great hat,Morningstar1957,,TRUE
"08 22, 2016",1471824000,A1MON8Z0OYL4HE,,B0007MV6Q8,Very Happy,,4,Four Stars,Stephen A. Martin,,TRUE
"08 15, 2016",1471219200,ASVQXUY434NAM,,B0007MV6Q8,Love Henschel Hats!!! This is my 3rd Henschel. I ordered an Extra Large and they seem to run on the smalle side.,,4,Awesome hats! but may run smaller than you think,Ashley Teasley,,TRUE
"08 10, 2016",1470787200,A3U4U8BRD5DNXH,,B0007MV6Q8,"I purchased to use while watching a major golf tournatment and it worked great.

This hat really kept my head cool and ears shaded unlike the golf cap I typically wear. The wife and kids also commented on how nice looking it was. Have worn it many times now and wish I had purchased one earlier.",,5,... while watching a major golf tournatment and it worked great. This hat really kept my head cool and ...,RRT,,TRUE
"07 26, 2016",1469491200,A1H3UL3VWE4S57,,B0007MV6Q8,Love it,,4,Four Stars,ozias price,,TRUE
"07 25, 2016",1469404800,A3HIVDP8L7I4HY,,B0007MV6Q8,"Great style, performance and fit.  A little pricy from this vendor, but delivery was as expected.",,4,Great hat,Tom,,TRUE
"07 25, 2016",1469404800,A3V4F9T5CJYEJB,,B0007MV6Q8,Great hat for hot weather,,5,Five Stars,Austin,,TRUE
"06 29, 2016",1467158400,AJQ6BVRFJP2GG,,B0007MV6Q8,"this is maybe my fourth hat like this. I have in the past bought them from a local hat shop, but Amazon had the same hat for $25 instead of $40. its comfortable, cool, and when it gets dirty, I spray it with the stuff I wash the car with, clip it to a fence and hose it off. it drips dry and looks great again. I actually get compliments every time I wear it. Now my brother wants one like it too.",,5,"Not a Tilley, but still a great hat.",steve,,TRUE
"06 6, 2016",1465171200,ATVYK0HFQWVV5,,B0007MV6Q8,"I like this hat very well,but should have measured my head first. I used another hat that fit snugly and used the size,but it was different then the Henschel. Still a nice product though. Worked well.",,4,Nice hat,Amazon Customer,,TRUE
"05 22, 2016",1463875200,A1VD1IWXROUAT4,,B0007MV6Q8,High quality and versatile hat. Good value for the price!,,5,Good value for the price,Radar,,TRUE
"05 22, 2016",1463875200,A1DAL7T153FBLW,,B0007MV6Q8,"I'll make it fit, no biggie",,5,Five Stars,Roland gosselin,,TRUE
"04 22, 2016",1461283200,A1ZSMYCZEZOYAD,,B0007MV6Q8,I got this for function and it met my needs.  The leather band/chinstrap is not particularly comfortable when worn as a chinstrap which did knock off a star since I generally need the strap on the boat.,,4,The leather band/chinstrap is not particularly comfortable when worn as a chinstrap which did knock off ...,Dan,,TRUE
